,학교명,소재지지번주소,소재지도로명주소,위도,경도
187,이화여자대학교사범대학부속이화금란고등학교,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 560 . 이대부속고등학교 (대신동),37.566388855,126.9473028
188,서울종암초등학교,서울특별시 동대문구 제기동 1157,서울특별시 동대문구 무학로44길 25 (제기동),37.5823074106,127.0318563831
189,서울연지초등학교,서울특별시 노원구 월계동 320-8,서울특별시 노원구 월계로55길 48 (월계동),37.6331925129,127.0595342749
190,서울동산고등학교,서울특별시 노원구 공릉동 481-3,서울특별시 노원구 공릉로 257 (공릉동),37.6307779754,127.0739983662
191,서울가양초등학교,서울특별시 강서구 가양동 1484,서울특별시 강서구 허준로 186 . (가양동.가양초등학교),37.5622171927,126.8585215576
192,강일중학교,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12 (암사동414-17),37.5553496975,127.1382586
193,서울을지초등학교,서울특별시 노원구 중계동 360,서울특별시 노원구 중계로 239 (중계동),37.6505888452,127.073091761
194,서울상수초등학교,서울특별시 노원구 상계동 755,서울특별시 노원구 동일로216길 66 . 서울상수초등학교 (상계동),37.6511050217,127.0647586092
195,난곡중학교,서울특별시 금천구 독산동 906-41,서울특별시 금천구 문성로 67 (독산동),37.4780455835,126.9107916246
196,서울묵현초등학교,서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 동일로157길 75 서울묵현초등학교,37.6090804049,127.0736243
197,한양대학교사범대학부속중학교,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42 (사근동.한양사대부속중·고등학교),37.5619188387,127.0423240446
198,서울숭인초등학교,서울특별시 성북구 하월곡동 222-4,서울특별시 성북구 오패산로16길 37 (하월곡동.서울숭인초등학교),37.6091601974,127.0382341054
199,서울일신초등학교,서울특별시 성북구 종암동 1-79,서울특별시 성북구 월곡로 74 (종암동.서울일신초등학교),37.5988135716,127.0401072
200,서울상계초등학교,서울특별시 노원구 상계동 402-1,서울특별시 노원구 상계로9길 39 . 서울상계초등학교 (상계동),37.6596254553,127.0664949917
201,수서중학교,서울특별시 강남구 수서동 710,서울특별시 강남구 광평로59길 57 (수서동.수서중학교),37.4912037689,127.1023798859
202,서울왕북초등학교,서울특별시 강남구 수서동 745,서울특별시 강남구 광평로31길 74 (수서동.왕북초등학교),37.4863282814,127.0860546663
203,서울역삼초등학교,서울특별시 강남구 역삼동 833-7,서울특별시 강남구 강남대로66길 21 서울역삼초등학교 (역삼동),37.49316528,127.0326527
204,아주중학교,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69 . 아주중학교 (잠실동),37.5058268902,127.0757678992
205,상암고등학교,서울특별시 마포구 상암동 1659,서울특별시 마포구 월드컵북로 445 (상암동),37.58138322,126.8833944973
206,선덕중학교,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53 . 선덕중학교 (쌍문동),37.656348677,127.0268765864
207,서울삼릉초등학교,서울특별시 강남구 삼성동 42,서울특별시 강남구 봉은사로63길 22 (삼성동.삼릉초등학교),37.5132599203,127.0469495421
208,서울용곡초등학교,서울특별시 광진구 중곡동 176-1,서울특별시 광진구 용마산로22길 82 . 서울용곡초등학교 (중곡동),37.5671086161,127.0884529841
209,서울수색초등학교,서울특별시 은평구 수색동 129,서울특별시 은평구 수색로16길 21 (수색동),37.585172149,126.8960121352
210,서울서빙고초등학교,서울특별시 용산구 서빙고동 235-1,서울특별시 용산구 서빙고로51길 14 . 서울서빙고초등학교 (서빙고동),37.5220689203,126.9923004013
211,인수중학교,서울특별시 강북구 수유동 551,서울특별시 강북구 인수봉로75길 10 (수유동. 인수중학교),37.6438666682,127.0099213064
212,건국대학교사범대학부속고등학교,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120 . 건국대학교사범대학부속고등학교 (화양동),37.5417240729,127.0815970572
213,문성중학교,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78 . 문성중학교 (독산동),37.4754682009,126.9084938415
214,배명중학교,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11 (삼전동.배명중고등학교),37.4976894981,127.0958117655
215,영서중학교,서울특별시 구로구 구로동 145-20,서울특별시 구로구 도림로20길 35 (구로동),37.4891139303,126.8956153523
216,충암고등학교,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5 (응암동),37.5846402882,126.9218094828
217,선유고등학교,서울특별시 영등포구 양평동4가 10,서울특별시 영등포구 선유로 227 . 선유고등학교 (양평동4가),37.533901619,126.8948506961
218,덕일전자공업고등학교,서울특별시 구로구 오류동 199-1,서울특별시 구로구 서해안로21길 5-12 (오류동),37.4905365201,126.8371091
219,서울은진초등학교,서울특별시 은평구 진관동 104,서울특별시 은평구 진관1로 21-20 . 은진초등학교 (진관동),37.63303012,126.920996007
220,서울봉현초등학교,서울특별시 관악구 봉천동 1704,서울특별시 관악구 성현로 117 (봉천동.서울봉현초등학교),37.4912406823,126.9555874303
221,경희여자중학교,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26 (회기동),37.5939491407,127.0548909605
222,대성중학교,서울특별시 은평구 갈현동 267-17,서울특별시 은평구 갈현로29길 51-24 . 대성중학교 (갈현동),37.6231422778,126.9097907031
223,서울본동초등학교,서울특별시 동작구 본동 133,서울특별시 동작구 노량진로26길 16-40 . 서울본동초등학교 (본동),37.5099250783,126.9538508388
224,서울남부초등학교,서울특별시 관악구 신림동 467,서울특별시 관악구 남부순환로163길 14 . 서울남부초등학교 (신림동),37.4851194359,126.9221837756
225,장안중학교,서울특별시 중랑구 중화동 288-26,서울특별시 중랑구 동일로 780 . 장안중학교 (중화동),37.6007744369,127.0809965485
226,신천중학교,서울특별시 송파구 잠실동 19-4,서울특별시 송파구 백제고분로 11 (잠실동. 신천중학교),37.5162500127,127.0792833898
227,서울염리초등학교,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37 . 서울염리초등학교 (염리동),37.5427102936,126.9459990169
228,서울개봉초등학교,서울특별시 구로구 개봉동 266,서울특별시 구로구 개봉로16길 30-11 (개봉동),37.4895249123,126.8579760315
229,항동중학교,서울특별시 구로구 항동 22-5,서울특별시 구로구 연동로 239-2 (항동. 항동중학교),37.482854558,126.8201900078
230,이화여자대학교사범대학부속초등학교,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39 (대신동),37.5611502235,126.9427504
231,동광초등학교,서울특별시 금천구 시흥동 산100-6,서울특별시 금천구 탑골로10길 45 (시흥동),37.45199688,126.9158199222
232,서울대학교사범대학부설초등학교,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64 (동숭동.서울사대부설초등학교),37.5775997032,127.0042955217
233,서울염경초등학교,서울특별시 강서구 염창동 79,서울특별시 강서구 양천로69길 49 (염창동.서울염경초등학교),37.5550006717,126.8712046479
234,역삼중학교,서울특별시 강남구 역삼동 767-20,서울특별시 강남구 도곡로43길 10 (역삼동.역삼중학교),37.4959338813,127.0488444
235,휘경공업고등학교,서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 겸재로 21 . 휘경공업고등학교 (휘경동),37.58521558,127.0697282765
236,서울윤중초등학교,서울특별시 영등포구 여의도동 38,서울특별시 영등포구 여의나루로2길 14 (여의도동),37.5196416407,126.9225908009
237,서울개웅초등학교,서울특별시 구로구 개봉동 273-16,서울특별시 구로구 개봉로11길 98 (개봉동.개웅초등학교),37.4885713176,126.8499822688
238,영락의료과학고등학교,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25 . 영락의료과학고등학교,37.47658804,126.9454163856
239,휘문중학교,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541 (대치동),37.5052894535,127.0619841
240,서울연촌초등학교,서울특별시 노원구 하계동 154-12,서울특별시 노원구 공릉로58길 36 . 서울연촌초등학교 (하계동),37.6354811832,127.0734647674
241,서울잠전초등학교,서울특별시 송파구 잠실동 229,서울특별시 송파구 올림픽로12길 51 . (잠실동. 서울잠전초등학교),37.5073379111,127.0838499031
242,서울교육대학교부설초등학교,서울특별시 서초구 서초동 1650,서울특별시 서초구 서초중앙로 96 (서초동. 서울교대초등학교),37.4907404857,127.0154245376
243,재현고등학교,서울특별시 노원구 중계동 175,서울특별시 노원구 덕릉로82길 64 . 재현고등학교 (중계동),37.6612906377,127.080799772
244,서울신방학초등학교,서울특별시 도봉구 방학동 310,서울특별시 도봉구 시루봉로 173 . 서울신방학초등학교 (방학동),37.6666842526,127.0289180895
245,서울신상계초등학교,서울특별시 노원구 상계동 86-1,서울특별시 노원구 상계로 267 . 신상계초등학교 (상계동),37.6675178246,127.0758263316
246,서울우장초등학교,서울특별시 강서구 화곡동 18-5,서울특별시 강서구 화곡로 263 (화곡동.서울우장초등학교),37.5496381852,126.8459841932
247,서울도봉초등학교,서울특별시 도봉구 도봉동 429-1,서울특별시 도봉구 도봉로173길 96 (도봉동),37.6799617513,127.038288664
248,서울문성초등학교,서울특별시 금천구 독산동 982,서울특별시 금천구 시흥대로 460 . 서울문성초등학교 (독산동),37.4749119553,126.8994492478
249,서문여자중학교,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84 (방배동),37.4889197255,126.9845622
250,서울구암초등학교,서울특별시 관악구 봉천동 482-1,서울특별시 관악구 구암길 1 . 서울구암초등학교 (봉천동),37.4892174749,126.9462717231
251,개포고등학교,서울특별시 강남구 개포동 173,서울특별시 강남구 개포로 402 (개포동. 개포고등학교),37.48495285,127.0594065022
252,서울구로남초등학교,서울특별시 구로구 구로동 253,서울특별시 구로구 디지털로27길 76 (구로동.구로남초등학교),37.4842060247,126.8902182029
253,서울영풍초등학교,서울특별시 송파구 거여동 12,서울특별시 송파구 오금로57길 15 . 서울영풍초등학교 (거여동),37.4962199971,127.1430148214
254,서울삼광초등학교,서울특별시 용산구 후암동 190-2,서울특별시 용산구 두텁바위로1나길 19 . 서울삼광초등학교 (후암동),37.5477523117,126.9765943081
255,한천중학교,서울특별시 노원구 공릉동 481,서울특별시 노원구 공릉로 265 . 한천중학교 (공릉동),37.6313139479,127.0724683
256,고척고등학교,서울특별시 구로구 고척동 287-29,서울특별시 구로구 중앙로15길 162 (고척동. 고척고등학교),37.5080493827,126.8498691034
257,동작중학교,서울특별시 동작구 동작동 59-1,서울특별시 동작구 동작대로39가길 83 (동작동),37.4954619461,126.9778016246
258,서울아주초등학교,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 59 . 서울아주초등학교 (잠실동),37.5058268902,127.075764
259,청원중학교,서울특별시 노원구 상계동 641,서울특별시 노원구 한글비석로 506 . 청원중학교 (상계동.청원초중고등학교),37.6652515464,127.062532889
