,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter
701,길음뉴타운 래미안9단지,성북구,서울특별시 성북구 정릉로 243,37.60241699,127.0197144,정릉로38나길,정릉동,길음,484.1,1,정릉길음시장.길음뉴타운9단지,19.8
702,래미안장위포레카운티(102동),성북구,서울특별시 성북구 장위동 143-12,37.61817932,127.0518341,장월로38길,장위동,돌곶이,940.3,0,꿈의숲아이파크아파트,31.8
703,래미안장위퍼스트하이(513동),성북구,서울특별시 성북구 장위동 201-6,37.61844254,127.0514526,장월로38길,장위동,돌곶이,981.4,0,간대어린이공원,17.4
704, 장곡초등학교 앞,성북구,서울특별시 성북구 장위동 237-132,37.61745453,127.0484467,돌곶이로,장위동,돌곶이,1042.3,0,장곡초등학교,6.2
705, 돌곶이역 앞,성북구,서울특별시 성북구 화랑로 지하 243,37.61131287,127.0575943,화랑로,장위동,돌곶이,134.0,0,돌곶이역,69.9
706, 동산어린이공원 앞,성북구,서울특별시 성북구 성북구 하월곡동 96-78,37.60623932,127.0346603,종암로36나길,하월곡동,월곡,770.4,1,월곡아남아파트,29.5
707, 안암역 3번 출구,성북구,서울특별시 성북구 고려대로 104-1,37.58625031,127.0309525,고려대로,안암동5가,안암,172.0,0,안암역,37.9
708, 미아초교버스승강장,성북구,서울특별시 성북구 성북구 길음동 1261-535,37.61207962,127.0219803,삼양로14길,길음동,미아사거리,725.3,0,미아초교,61.0
709, 성북청소년문화의집,성북구,서울특별시 성북구 성북구 솔샘로 107,37.61566925,127.0087662,솔샘로25길,정릉동,북한산보국문,375.2,0,정릉동풍림아파트.청소년문화의집,50.1
710, 종암동 동덕여대 제2생활관 앞,성북구,서울특별시 성북구 성북구 종암로 123,37.60108948,127.0333176,종암로,종암동,월곡,730.4,3,종암사거리입구,8.4
711, 성북구 한예종 캠퍼스 본관,성북구,서울특별시 성북구 화랑로32길 146-37 한국예술종합학교,37.60665131,127.0561829,화랑로32라길,석관동,돌곶이,431.8,0,석관시장,340.9
712, 성북구 한예종 캠퍼스 별관,성북구,서울특별시 성북구 화랑로32길 146-20 문화재청의릉지구관리소,37.60289764,127.0584793,화랑로32길,석관동,돌곶이,867.0,0,삼성래미안,344.2
713, 롯데캐슬클라시아 입구 앞,성북구,서울특별시 성북구 길음동 1289-3,37.60668945,127.0258942,동소문로41길,길음동,길음,371.8,0,길음역,177.8
714," 미아역 3번,4번 출구 사이",강북구,"서울특별시 강북구 도봉로 196 미아역 3,4번 출구 사이",37.62607956,127.0264816,도봉로,미아동,미아,78.9,2,미아역신일중고,36.6
715, 강북구청사거리(수유역 8번출구),강북구,서울특별시 강북구 도봉로 355,37.63926315,127.0267258,도봉로,수유동,수유,160.5,2,수유역.노스페이스문화센터,33.6
716, 삼양시장오거리,강북구,서울특별시 강북구 삼양로 234 다이소 삼양시장점,37.62415695,127.0186234,삼양로,미아동,삼양,336.4,0,삼양오거리,72.9
717, 강북문화예술회관,강북구,서울특별시 강북구 삼각산로 85 강북문화예술회관,37.64032745,127.0133591,삼각산로,수유동,가오리,339.2,0,강북구의회.강북문화예술회관,66.4
718, 서울북부수도사업소,강북구,서울특별시 강북구 한천로 935 번동 386-17,37.63437653,127.0357513,한천로,번동,수유,973.9,0,북부수도사업소,39.4
719, 번동주공5단지 관리사무소 앞,강북구,서울특별시 강북구 오현로25마길 27 번동 230,37.63371658,127.0355148,한천로,번동,수유,988.5,0,북부수도사업소,81.0
720, 번동 금호어울림아파트102동앞,강북구,서울특별시 강북구 오현로31길 85-7 번동 656-2,37.63112259,127.0360336,오현로31길,번동,미아,1015.6,0,금호.현대아파트,76.0
721, 강북중학교 앞,강북구,서울특별시 강북구 한천로150길 67 수유동 694-2,37.64473724,127.0265656,도봉로99길,수유동,수유,745.6,0,한일병원입구,184.4
722, 강북구청 뒷편,강북구,서울특별시 강북구 도봉로89길 13 수유동 192-59,37.63967133,127.0251999,한천로139나길,수유동,수유,185.8,1,강북구청,104.9
723, 강북구청 사거리 버스정류소 앞,강북구,서울특별시 강북구 한천로 1009 강북구청 사거리 버스정류소,37.63880539,127.0283585,한천로,번동,수유,246.4,2,강북구청사거리,4.3
724, 송천동 주민센터,강북구,서울특별시 강북구 솔샘로 284 송천동 주민센터,37.61828613,127.0240479,솔샘로58길,미아동,삼양사거리,476.9,1,성암국제무역고등학교,91.7
725, 우이초등학교 후문 옆,강북구,서울특별시 강북구 수유동 409-131,37.63858795,127.0159073,삼양로99길,수유동,가오리,354.2,0,가오리,229.1
726, 수유2동은행빌딩 앞,강북구,서울특별시 강북구 삼양로 439 SK telecom(수유직영점),37.64308548,127.0161667,삼양로113길,수유동,가오리,163.3,0,가오리역,136.7
727, 장미원시장 건너편,강북구,서울특별시 강북구 삼양로 474 수유동 317-3,37.64545059,127.0156174,삼양로124길,수유동,가오리,428.9,0,인수동장미원,47.0
728, 수유중앙시장,강북구,서울특별시 강북구 노해로 50 수유동 140,37.63986206,127.022789,노해로,수유동,수유,328.4,0,성실교회,37.5
729, 미아동 복합청사,강북구,서울특별시 강북구 솔매로49길 14 미아동 195-1,37.62714005,127.0266953,도봉로54길,미아동,미아,81.7,1,미아역3번출구,76.1
730, 강북종합시장 앞,강북구,서울특별시 강북구 수유동 140 수유동 채선당앞,37.64173889,127.0246277,한천로,수유동,수유,420.7,1,강북종합시장,93.5
731, 미아역 1번 출구 뒤,강북구,서울특별시 강북구 미아동 194-1 미아역 1번 출구 뒤,37.62733459,127.0260544,도봉로,미아동,미아,74.0,1,미아역1번출구,28.9
732, 삼각산동 주민센터,강북구,서울특별시 미아동 813-8 삼각산동 주민센터,37.61503601,127.0206986,삼양로,미아동,삼양사거리,719.0,1,삼성래미안아파트,67.8
733, 미아동 한국전력공사,강북구,서울특별시 미아동 194-1 미아동 한국전력공사,37.63018036,127.02491,도봉로65길,미아동,미아,401.0,0,한국전력공사,43.5
734, 광산사거리,강북구,서울특별시 강북구 노해로 87 광산사거리,37.64355087,127.0223465,한천로,수유동,가오리,531.5,0,광산사거리,37.7
735, 미아사거리 1번 출구,강북구,서울특별시 강북구 미아동 66-1 미아사거리 1번 출구,37.61395645,127.0302506,도봉로10길,미아동,미아사거리,75.8,2,미아사거리역.롯데백화점,13.8
736, 번3동 주민센터 교차로,강북구,서울특별시 강북구 번동 2-2 번3동 주민센터 교차로,37.62635422,127.0474472,우이천서자전거길,번동,월계,1260.6,0,번동주공1단지,75.9
737," 번동 주공3, 4단지 교차로",강북구,"서울특별시 강북구 번동 254 번동 주공3, 4단지 교차로",37.62991714,127.0409164,오현로36길,번동,미아,1366.6,1,번동주공아파트3단지4단지,13.4
738, 효성인텔리안 앞,강북구,서울특별시 수유동 230-7 효성인텔리안 앞,37.6362915,127.0233765,노해로,수유동,수유,285.3,0,대한병원,52.4
739, 번동 두산위브 101동 옆,강북구,서울특별시 번동 386-17 번동 두산위브 101동 옆,37.63626099,127.0321732,한천로,번동,수유,602.3,0,수송초등학교,90.1
740, 북한산 우이역,강북구,서울특별시 강북구 삼양로 670 북한산 우이역,37.66366577,127.0124283,삼양로171길,우이동,북한산우이,65.9,0,우이동,28.8
741, 솔밭공원역,강북구,서울특별시 강북구 삼양로 595 솔밭공원역,37.65615845,127.0131378,삼양로155길,우이동,솔밭공원,12.8,0,서라벌중학교.우이동대우아파트,126.0
742,4.19민주묘지역,강북구,서울특별시 강북구 삼양로 519 4.19민주묘지역,37.64967346,127.0134506,삼양로139길,우이동,419민주묘지,27.6,0,국립4.19민주묘지입구사거리,66.5
743, 가오리역,강북구,서울특별시 강북구 삼양로 426 가오리역,37.64167023,127.0168839,삼양로,수유동,가오리,8.8,0,가오리역,6.5
744, 삼양역,강북구,서울특별시 강북구 삼양로 263 삼양역,37.62652969,127.0180588,삼양로57길,미아동,삼양,71.0,0,롯데마트삼양점.래미안1차아파트,137.8
745, 삼양사거리역,강북구,서울특별시 강북구 삼양로 197 삼양사거리역,37.62155151,127.0203705,삼양로39길,미아동,삼양사거리,10.6,1,강북청소년문화정보도서관입구,14.8
746, 수유1동 주민센터,강북구,서울특별시 강북구 삼양로 299 수유1동 주민센터,37.63018799,127.0177383,삼양로73길,수유동,삼양,337.5,2,수유1동주민센터.파출소,19.2
747, 송천동우체국,강북구,서울특별시 강북구 도봉로 71 송천동우체국,37.61545944,127.0297012,솔샘로68길,미아동,미아사거리,242.6,2,미아사거리역,8.8
748, 꿈의숲 롯데캐슬,강북구,서울특별시 강북구 오현로 56 꿈의숲 롯데캐슬 111동 인근,37.6186409,127.0362396,오패산로30가길,미아동,미아사거리,806.7,0,꿈의숲롯데캐슬아파트,27.1
749, 북서울 꿈의숲 서문,강북구,서울특별시 강북구 월계로 173 북서울 꿈의숲 서문,37.62268829,127.0378113,오현로,번동,미아사거리,1247.7,0,북서울꿈의숲,3.8
750,삼각산아이원아파트(105동 옆),강북구,서울특별시 강북구 삼양로19길 113 삼각산아이원아파트,37.61522293,127.0185089,삼양로19길,미아동,삼양사거리,719.4,0,삼각산아이원아파트후문,122.3
751,4.19탑 앞,강북구,서울특별시 강북구 수유동 567-55,37.64686203,127.008812,4.19로,수유동,419민주묘지,530.5,0,국립4.19민주묘지,16.1
752, 강북구청사거리,강북구,서울특별시 강북구 도봉로 358 코스타타워,37.63920212,127.0272369,도봉로,번동,수유,184.2,2,수유역.노스페이스문화센터,33.0
753,서울북부고용노동지청,강북구,서울특별시 강북구 덕릉로 176 예수그리스도 후기성도교회,37.63520432,127.0339661,덕릉로40나길,번동,수유,792.5,0,번동5거리.북부노동지청,18.0
754,번동사거리,강북구,서울특별시 강북구 번동 430-76,37.63539124,127.0345535,덕릉로,번동,수유,832.7,0,번동사거리,28.9
755,신창교,강북구,서울특별시 강북구 번동 612-3,37.63238144,127.0393066,우이천로4길,번동,미아,1336.1,1,강북보건소,12.5
756,강북문화정보도서관,강북구,서울특별시 강북구 번동 139-5,37.62552643,127.037323,오현로20길,번동,미아,1009.1,0,강북문화정보도서관.해모로아파트,42.1
757, 도봉세무서 앞,강북구,서울특별시 강북구 도봉로 117 도봉세무서,37.6198082,127.0285263,도봉로23길,미아동,미아사거리,735.7,0,도봉세무서.성북시장,20.0
758,4.19민주묘지역 1번출구,강북구,서울특별시 강북구 삼양로 522,37.64959717,127.0138474,삼양로140길,우이동,419민주묘지,9.0,0,국립4.19민주묘지입구사거리,55.3
759,수유사거리,강북구,서울특별시 강북구 수유동 45-33,37.63561249,127.022995,도봉로81길,수유동,수유,362.9,1,유성빌딩,54.8
760,4.19민주묘지 입구사거리,강북구,서울특별시 강북구 삼양로 504 광리빌딩,37.64793396,127.0145721,삼양로,수유동,419민주묘지,198.0,0,국립4.19민주묘지입구사거리,79.5
761,수유역2번출구,강북구,서울특별시 강북구 도봉로 342,37.63796997,127.0259018,오패산로,번동,수유,17.5,1,수유역.강북구청,36.7
762,북서울 꿈의 숲 입구,강북구,서울특별시 강북구 오현로20길 46,37.62673187,127.0387726,오현로20길,번동,미아,1129.0,0,번동한솔솔파크,105.3
763, 우이동 먹거리마을,강북구,서울특별시 강북구 우이동 207-14,37.66446304,127.0118408,삼양로181길,우이동,북한산우이,168.4,0,우이동도선사입구,98.2
764,현대성우아파트 옆,강북구,서울특별시 강북구 삼양로24길 19 현대성우아파트,37.61666489,127.02211,삼양로24길,미아동,삼양사거리,556.9,0,성우아파트,87.1
765,송중초등학교 옆,강북구,서울특별시 강북구 미아동 98-5,37.61669922,127.0304947,도봉로16길,미아동,미아사거리,380.2,0,송중초등학교,68.8
766,삼양입구삼거리,강북구,서울특별시 강북구 솔샘로 326 대한예수교장로회 신성교회,37.61708832,127.0280991,솔샘로,미아동,미아사거리,455.3,0,삼양동사거리입구,24.0
767, 드래곤타워 앞,강북구,서울특별시 강북구 도봉로 348-1 구두수선대-15,37.63713455,127.0313797,한천로,번동,수유,508.8,0,수송초등학교,31.0
768, 월계2교 교차로,강북구,서울특별시 강북구 번동 259,37.6242218,127.0492172,월계로44길,번동,광운대,1115.8,0,장월초등학교,95.1
769, 송천센트레빌,강북구,서울특별시 강북구 미아동 461-4,37.61220932,127.0249786,숭인로,미아동,미아사거리,463.9,0,래미안길음센터피스120동앞,54.5
770,번동3단지 버스정류장,강북구,서울특별시 강북구 서울 강북구 번동 255도,37.628685,127.0439072,월계로37길,번동,월계,1409.9,0,번동주공3단지,41.5
771, 우이천 창번교,강북구,서울특별시 강북구 번동 655-8,37.63536072,127.037674,한천로120길,번동,수유,1095.6,0,창번교앞,50.0
772,삼양동주민센터 앞,강북구,강북구 솔매로69,37.62491226,127.0197907,솔매로,미아동,삼양,288.9,0,훌랄라치킨,81.0
773,강북 청소년 문화정보도서관 앞,강북구,강북구 삼양로54길 68,37.62302017,127.0218658,삼양로46길,미아동,삼양사거리,207.3,1,강북청소년문화정보도서관입구,201.4
774, 녹천역 1번출구 앞,도봉구,서울특별시 도봉구 창동 426-6,37.64582062,127.0504227,노해로66길,창동,녹천,135.8,0,녹천북부역,27.7
775, 도봉산광역환승센터앞,도봉구,서울특별시 도봉구 도봉로 955 도봉동 637-1,37.68972015,127.0451965,도봉로,도봉동,도봉산,101.1,0,도봉산역광역환승센터,7.9
776, 도봉구청 정문앞,도봉구,서울특별시 도봉구 마들로 656 방학동 720,37.66922379,127.0465164,마들로,방학동,방학,275.1,1,도봉구청,30.7
777, 방학동우체국 건너편,도봉구,서울특별시 도봉구 도봉로 683 방학동 726-92,37.66566467,127.0426712,도봉로149길,방학동,방학,248.2,2,도봉소방서.방학남부역,33.6
778, 도봉구민회관,도봉구,서울특별시 도봉구 도봉로 552 창동 723-11,37.65446091,127.0385132,도봉로,창동,쌍문,729.4,0,도봉구민회관.도봉문화원,31.9
779, 도봉보건소사거리,도봉구,서울특별시 도봉구 해등로 150 창동 723-10,37.65682983,127.0398483,도봉로,창동,창동,805.7,0,도봉보건소,62.4
780, 쌍문역4번출구 주변,도봉구,서울특별시 도봉구 도봉로 지하 486-1 쌍문동 83-5,37.65012741,127.035347,도봉로,쌍문동,쌍문,175.8,0,소피아호텔,116.8
781, 쌍문동 이안아파트 앞,도봉구,서울특별시 도봉구 쌍문동 315-488,37.65165329,127.0284882,노해로49길,쌍문동,쌍문,643.6,0,둘리뮤지엄.대우이안극동아파트,14.2
