,Unnamed: 0,Unnamed: 0.1,No,보관소(대여소)명,자치구,상세주소,위도,경도,shortest_road,법정동,shortest_subway,shortest_subway_meter,public_place_in_100m,shortest_bus,shortest_bus_meter,public_transport_in_100m,schools_in_100m,unis_in_100m,total_schools_in_100m,public_places_and_schools_in_100m,대여소_ID,borrow_count,return_count,balance_rate
1255,107,107,107, 을지로입구역 4번출구 앞,중구,서울특별시 중구 을지로 55 명동금융센터 앞,37.56622314,126.9835892,명동9길,을지로2가,을지로입구,88.9,1,우리은행종로지점,155.2,1,0,0,0,1,ST-136,28029,27803,-0.004047857859292162
1016,108,108,108, KEB 하나금융그룹 명동사옥 옆,중구,서울특별시 중구 을지로 66 한국외환은행 본점 앞,37.56546402,126.9841385,명동9길,을지로2가,을지로입구,147.6,0,을지로입구.로얄호텔,119.7,0,0,0,0,0,ST-137,21880,21341,-0.012470789662432613
611,109,109,109, 명동성당 앞,중구,서울특별시 중구 명동길 74 명동성당 앞,37.56447601,126.986969,명동길,명동2가,명동,391.2,1,남대문세무서.서울백병원,75.1,2,0,0,0,1,ST-138,11820,10811,-0.044584861473200475
2254,110,110,110, 신세계백화점 본점 앞,중구,서울특별시 중구 충무로1가 53-6,37.56143188,126.9806976,남대문시장길,남대문로3가,회현,389.6,2,남대문시장,62.4,3,0,0,0,2,ST-140,19308,20357,0.026446489348291944
1308,111,111,111, 을지로2가 사거리 북측,중구,서울특별시 중구 을지로 79 을지로2가 사거리 북측,37.56638336,126.9872055,명동13길,을지로2가,을지로입구,407.4,1,을지로2가.기업은행본점.서울노동청,62.2,1,0,0,0,1,ST-147,16548,16456,-0.002787540904132832
1297,112,112,112, 을지로2가 사거리 남측,중구,서울특별시 중구 을지로 100 을지로2가 사거리 남측,37.56599045,126.987793,명동13길,을지로2가,을지로3가,365.3,0,남대문세무서.국가인권위원회,100.8,1,0,0,0,0,ST-148,16420,16317,-0.003146287075785808
944,113,113,113, 충무로역 6번출구 앞,중구,서울특별시 중구 퇴계로 214 충무로역 3.4호선,37.56144714,126.9931107,퇴계로37길,필동1가,충무로,105.8,0,충무로역.매일경제,36.5,3,0,0,0,0,ST-152,18777,18206,-0.015439526268826217
1506,114,114,114, 맥스타일 앞,중구,서울특별시 중구 마장로 3 맥스타일,37.56918335,127.0098801,장충단로,을지로6가,동대문,248.5,2,청계6가.오간수교,81.7,1,0,0,0,2,ST-162,24618,24714,0.0019459985405010946
312,115,115,115, 동대문역사문화공원역 9번출구 앞,중구,서울특별시 중구 장충단로 지하230 동대문역사문화공원역 9번출구 앞,37.56533051,127.007843,장충단로,을지로7가,동대문역사문화공원,21.9,3,광희동,38.6,5,0,0,0,3,ST-163,14033,11011,-0.12066762498003514
858,116,116,116, 시청역(2호선) 9번출구 뒤,중구,서울특별시 중구 서소문로 지하127 시청역(2호선) 9번출구 뒤,37.56322861,126.9748383,서소문로,서소문동,시청,259.9,0,서소문,5.0,4,0,0,0,0,ST-185,52186,50065,-0.020743073417374892
1526,117,117,117, 동대입구역 6번출구 뒤,중구,서울특별시 중구 동호로 지하256 동대입구역 6번출구 뒤,37.55887222,127.0055389,동호로,장충동2가,동대입구,20.7,0,신라호텔,63.9,3,0,0,0,0,ST-186,13492,13557,0.0024030463233391253
2052,118,118,118, 약수역 3번출구 뒤,중구,서울특별시 중구 다산로 지하122 약수역 4번출구 뒤,37.55429459,127.0112,동호로,신당동,약수,48.4,0,약수역4번출구.금호터널입구,122.6,2,0,0,0,0,ST-187,16053,16607,0.016962645437844457
2185,119,119,119, 청구역 2번출구 앞,중구,서울특별시 중구 청구로 77 청구역 5.6호선,37.5604744,127.0140762,청구로,신당동,청구,33.6,0,청구역,61.7,4,1,0,1,1,ST-189,37293,39033,0.022796949925320338
1381,120,120,120, 서울역9번출구,중구,서울특별시 중구 세종대로 지하2 서울역9번출구,37.55599976,126.9733582,후암로60길,봉래동2가,서울,165.8,0,서울역버스환승센터.강우규의거터,54.8,4,0,0,0,0,ST-194,21922,21889,-0.0007532354888041816
1435,121,121,121, CJ제일제당 앞,중구,서울특별시 중구 동호로 330 CJ제일제당 앞,37.56386566,127.0027466,마른내로,쌍림동,동대문역사문화공원,476.4,1,퇴계로6가,61.6,1,0,0,0,1,ST-195,29508,29522,0.0002371675419278333
158,122,122,122, 장충체육관,중구,서울특별시 중구 장충동2가 200-99 장충체육관,37.55853271,127.0069885,동호로,장충동2가,동대입구,135.4,0,장충체육관앞,70.5,2,0,0,0,0,ST-196,3210,1958,-0.24226006191950464
1834,123,123,123, 약수역 10번출구 앞,중구,서울특별시 중구 신당동 357-1 약수역 10번출구 앞,37.55519867,127.0100479,동호로,신당동,약수,109.4,1,약수역1번출구,138.0,0,0,0,0,1,ST-197,11579,11818,0.010214984827114587
2087,124,124,124, 신당역 12번 출구 뒤,중구,서울특별시 중구 신당동 99 신당역 5번 출구,37.5658493,127.0164032,퇴계로75길,흥인동,신당,125.9,1,충무아트센터.스포츠센터.중부소방서,173.4,0,0,0,0,1,ST-198,73135,75860,0.018289204335715965
603,125,125,125, 종로학원본원,중구,서울특별시 중구 청파로 456 종로학원본원 앞,37.55978012,126.9685059,청파로,중림동,충정로,427.6,0,한국경제신문사.서소문역사공원,73.9,2,0,0,0,0,ST-199,4820,4400,-0.0455531453362256
572,126,126,126, 훈련원공원주차장 앞,중구,서울특별시 중구 을지로 227 훈련원공원주차장 앞,37.56699371,127.0034638,을지로38길,을지로5가,종로5가,459.2,1,아카시아호텔.웨스턴코업레지던스,49.2,1,0,0,0,1,ST-338,29323,26468,-0.05117312828233945
1638,127,127,127, 을지로4가역 1번출구,중구,서울특별시 중구 을지로 지하 178 을지로4가역 1번출구,37.5667305,126.9966049,을지로,을지로4가,을지로4가,132.3,0,을지로4가,35.4,2,0,0,0,0,ST-943,22384,22611,0.005045005000555617
951,128,128,128, 충무로역 1번출구,중구,서울특별시 중구 퇴계로 212 충무로역 1번출구,37.56138992,126.9953537,퇴계로,충무로4가,충무로,96.3,1,충무로역.호텔피제이,40.7,4,0,0,0,1,ST-944,25889,25113,-0.015215089604329242
625,129,129,129, 시립미술관,중구,서울특별시 중구 덕수궁길 61 서울시립미술관,37.56505203,126.9734039,서소문로11길,서소문동,시청,329.3,1,서소문KAL빌딩,208.0,0,0,0,0,1,ST-977,18216,16731,-0.042492917847025496
1648,130,130,130, 을지로3가역 3번출구,중구,서울특별시 중구 을지로 지하 129 을지로3가역 3번출구,37.56655884,126.9924393,을지로13길,을지로3가,을지로3가,55.2,0,을지로3가,10.4,3,0,0,0,0,ST-1435,32880,33235,0.0053694320502155335
156,131,131,131, 서울역 센트럴 자이아파트,중구,서울특별시 중구 만리재로 175 서울역 센트럴 자이아파트,37.55410767,126.9654083,만리재로,만리동2가,충정로,668.8,0,손기정체육공원입구,82.0,2,0,0,0,0,ST-1436,20714,12624,-0.24266602675625412
1139,132,132,132, 명보사거리,중구,서울특별시 중구 을지로 지하 129 명보사거리,37.56439972,126.9914322,수표로12길,초동,을지로3가,214.5,0,을지로3가,191.2,0,0,0,0,0,ST-1437,9316,9172,-0.007788836001730853
191,133,133,133, 송도병원,중구,서울특별시 중구 다산로 59-1 송도병원,37.54988861,127.0073471,다산로5길,신당동,버티고개,209.8,0,송도병원앞,37.8,2,0,0,0,0,ST-1438,3759,2505,-0.20019157088122605
2022,134,134,134, 장충동먹자골목 앞,중구,서울특별시 중구 장충단로 192 KEB하나은행 장충동지점,37.56207275,127.0063171,장충단로7길,장충동1가,동대입구,341.2,0,장충동써미트호텔,55.3,1,0,0,0,0,ST-1439,17439,18006,0.01599661447312738
1476,135,135,135, 청계천 영도교,중구,서울특별시 중구 청계천로 400 롯데캐슬베네치아,37.5710144,127.0197449,난계로21길,황학동,동묘앞,343.3,0,청계8가.영도교,90.7,1,0,0,0,0,ST-1440,74453,74638,0.0012408529019189622
1026,136,136,136, 을지로입구역 2번출구,중구,서울특별시 중구 을지로 지하 42 을지로입구역 1번출구,37.56634521,126.9822922,을지로3길,을지로1가,을지로입구,46.7,0,을지로입구.시청입구,101.7,1,0,0,0,0,ST-1668,29021,28330,-0.012048612927411903
2,137,137,137, 신당 래미안 버스정류장,중구,서울특별시 중구 퇴계로90길 74 신당 레미안 버스정류장 (112동 인근),37.56148911,127.0239334,난계로,신당동,상왕십리,574.9,0,금호베스트빌.래미안하이베르,6.6,6,0,0,0,0,ST-1669,11618,1410,-0.7835431378569235
522,138,138,138, SK 남산빌딩,중구,서울특별시 중구 퇴계로 33 SK 남산빌딩,37.55686188,126.9756165,소월로,남대문로5가,회현,296.0,0,힐튼호텔,100.2,0,0,0,0,0,ST-1670,7737,6846,-0.061098539395186176
2451,139,139,139, 서울역 서부교차로2,중구,서울특별시 중구 퇴계로 33 서울역 서부교차로2,37.55536652,126.9686432,청파로95길,서계동,서울,355.1,0,서울의료보건고등학교.서울역서부,90.0,2,0,0,0,0,ST-946,27107,29578,0.04359177913028138
1262,140,140,140,염천교사거리,중구,서울특별시 중구 칠패로 5 서소문공원,37.55989075,126.9714966,칠패로,순화동,서울,589.4,1,염천교,47.1,2,0,0,0,1,ST-1761,13647,13543,-0.0038249356381022436
1383,141,141,141,서울역 서부,중구,서울특별시 중구 퇴계로 33 서울로7017편의시설,37.55641556,126.9691925,만리재로,만리동1가,서울,356.3,0,서울역서부,19.1,4,0,0,0,0,ST-1768,8520,8508,-0.0007047216349541931
532,142,142,142,호암아트홀,중구,서울특별시 중구 세종대로7길 57-1 구두수선대207 호암아트홀,37.5621109,126.9707184,서소문로,순화동,서대문,543.1,0,프레이저플레이스,7.9,1,0,0,0,0,ST-1769,4352,3862,-0.059654248843438035
1516,143,143,143,대한상공회의소,중구,서울특별시 중구 세종대로 39 대한서울상공회의소,37.56015396,126.9741058,세종대로7길,남대문로4가,회현,408.6,0,숭례문(가상),45.4,2,0,0,0,0,ST-1771,30022,30149,0.0021106513104319356
322,144,144,144,롯데호텔,중구,서울특별시 중구 을지로 30 롯데호텔,37.56584167,126.9798126,남대문로9길,을지로1가,을지로입구,248.6,0,을지로입구역롯데호텔,43.7,2,0,0,0,0,ST-1772,10280,8120,-0.11739130434782609
1746,145,145,145,한국은행,중구,서울특별시 중구 남대문로3가 110-8,37.5622139,126.9808655,소공로,남대문로3가,을지로입구,449.3,1,중앙우체국,93.5,2,0,0,0,1,ST-1773,2604,2644,0.007621951219512195
1778,146,146,146,웨스틴 조선호텔,중구,서울특별시 중구 소공로 106 서울 웨스틴조선호텔,37.56415939,126.9794846,세종대로18길,소공동,시청,218.9,0,소공동웨스틴조선호텔,20.3,1,0,0,0,0,ST-1774,12757,12974,0.008433407174225643
392,147,147,147,회현역 1번출구,중구,서울특별시 중구 퇴계로 72 리더스뷰남산,37.5592308,126.9801407,퇴계로10길,회현동1가,회현,185.4,0,남대문시장.회현역,169.3,0,0,0,0,0,ST-1775,8848,7386,-0.0900579031661944
271,148,148,148,회현역 7번출구,중구,서울특별시 중구 회현동1가 23-1,37.55974579,126.9800034,남대문시장10길,회현동1가,회현,206.9,1,남대문시장,160.5,0,0,0,0,1,ST-1776,10136,7592,-0.14350180505415164
1266,149,149,149,회현사거리 남측,중구,서울특별시 중구 퇴계로 100 스테이트타워 남산,37.56035995,126.9826508,퇴계로14길,회현동2가,명동,332.1,1,남산3호터널.서울애니메이션센터,92.6,1,0,0,0,1,ST-1777,14816,14705,-0.0037600352291589038
1077,150,150,150,삼일교(시그니쳐 타워),중구,서울특별시 중구 수표동 99-1,37.56787109,126.9884033,청계천로,수표동,을지로3가,355.8,0,청계2가.삼일교,11.7,2,0,0,0,0,ST-1778,22442,22001,-0.009922822491730982
1053,151,151,151,을지로4가역 9번출구,중구,서울특별시 중구 을지로 170,37.56605148,126.9979858,창경궁로,을지로4가,을지로4가,99.1,0,을지로4가.베스트웨스턴국도,107.8,2,0,0,0,0,ST-1779,37865,37049,-0.010892490055263368
356,152,152,152,동대문역사문화공원역 1번출구 뒤편,중구,서울특별시 중구 을지로7가 143,37.56629944,127.0084915,장충단로,을지로7가,동대문역사문화공원,139.2,0,동대문디자인플라자.동대문시장,64.2,1,0,0,0,0,ST-1780,39246,31812,-0.10461876213797179
509,153,153,153,DDP 패션몰,중구,서울특별시 중구 신당동 853,37.56764984,127.0118103,마장로1길,신당동,동대문,456.5,4,동대문디자인플라자,17.4,1,0,0,0,4,ST-1781,25048,22032,-0.06406117247238742
1167,154,154,154,광희문,중구,서울특별시 중구 광희동2가 105-32,37.56443024,127.0099564,퇴계로,광희동2가,동대문역사문화공원,198.3,0,광희문.광희동사거리,47.1,2,0,0,0,0,ST-1782,18919,18659,-0.006918941934110384
54,155,155,155,앰배서더 호텔 주변,중구,서울특별시 중구 장충동2가 191-65,37.55928802,127.0026856,동호로25가길,장충동2가,동대입구,259.0,0,동국대입구앰배서더호텔,54.1,3,0,0,0,0,ST-1783,12819,4779,-0.4568700988748721
926,156,156,156,동대입구역 3번 출구,중구,서울특별시 중구 장충동2가 199-4,37.55937576,127.0060272,동호로,장충동2가,동대입구,52.0,1,장충동.동국대입구,127.5,1,0,0,0,1,ST-1785,8064,7803,-0.016449234259784458
2017,157,157,157,약수역 6번 출구,중구,서울특별시 중구 다산로 122 약수역 3호선,37.55432129,127.010704,다산로,신당동,약수,4.8,0,약수역8번출구.신당사회복지관,83.2,4,0,0,0,0,ST-1786,9887,10207,0.015925151786602965
1765,158,158,158,신당역 10번 출구,중구,서울특별시 중구 다산로 269 광희초등학교,37.56703186,127.0157929,퇴계로75길,신당동,신당,214.3,1,성동공업고등학교(무궁화회관),146.1,0,1,0,1,2,ST-1787,35883,36474,0.008167834487333638
76,159,159,159,남산타운아파트 버스정류장,중구,서울특별시 중구 다산로 32 남산타운,37.54758453,127.0064392,동호로17길,신당동,버티고개,72.3,1,버티고개,44.0,3,0,0,0,1,ST-1789,6794,2812,-0.41453258380179053
149,160,160,160,도동삼거리,중구,서울특별시 중구 남창동 205-4,37.55614853,126.9774246,퇴계로2길,남창동,회현,272.4,0,힐튼호텔,70.8,2,0,0,0,0,ST-1790,2964,1780,-0.24957841483979765
1812,161,161,161,서울역5번출구,중구,서울특별시 중구 세종대로 2 서울역 1호선,37.55677032,126.9731979,세종대로2길,남대문로5가,서울,242.2,0,서울역,120.2,0,0,0,0,0,ST-1791,22141,22559,0.009351230425055928
237,162,162,162, 삼성사이버빌리지아파트,중구,서울특별시 중구 중림로 10 중림동 삼성 사이버 빌리지,37.55891418,126.964859,중림로,중림동,충정로,157.5,0,충정로역,74.7,2,0,0,0,0,ST-2624,8735,6280,-0.1635031635031635
586,163,163,163, 시청역 10번출구,중구,서울특별시 중구 서소문로 103,37.56284332,126.9726181,서소문로,서소문동,시청,447.9,0,프레이저플레이스,192.2,0,0,0,0,0,ST-2514,11695,10595,-0.049349484073575596
978,164,164,164, 서울역 7번출구,중구,서울특별시 중구 남대문로5가 84-11,37.55664444,126.9736404,세종대로2길,남대문로5가,서울,241.3,0,서울역버스환승센터.강우규의거터,128.8,0,0,0,0,0,ST-2430,3339,3246,-0.014123006833712985
857,165,165,165, 중부경찰서앞사거리 건너편,중구,서울특별시 중구 초동 107-12,37.56474304,126.9909515,수표로,초동,을지로3가,191.9,0,을지로3가,156.5,0,0,0,0,0,ST-2516,8031,7703,-0.02084657429769925
508,166,166,166, 국제빌딩,중구,서울특별시 중구 남대문로 109,37.56693268,126.9825821,남대문로,남대문로1가,을지로입구,102.0,1,을지로입구역.광교,70.0,2,0,0,0,1,ST-2517,8749,7685,-0.06474382377996836
925,167,167,167, 동대문디자인플라자,중구,서울특별시 중구 을지로6가 18-169,37.5683136,127.0094605,장충단로,을지로6가,동대문,345.7,3,동대문디자인플라자DDP,19.8,3,0,0,0,3,ST-2431,36970,35768,-0.016525062553273392
176,168,168,168, 서소문성지역사박물관,중구,서울특별시 중구 중림동 373,37.56024551,126.9687805,서소문로8길,중림동,충정로,452.4,1,한국경제신문사.서소문역사공원,72.3,2,0,0,0,1,ST-2432,7805,5017,-0.2174387771018562
580,169,169,169, 서울도시건축전시관,중구,서울특별시 중구 태평로1가 60-20,37.5670166,126.9768372,세종대로19길,태평로1가,시청,256.2,0,프레스센터,64.7,2,0,0,0,0,ST-2518,50375,45585,-0.04991663192997082
402,170,170,170, 중앙일보,중구,서울특별시 중구 서소문동58-6,37.56253433,126.972496,세종대로7길,서소문동,시청,474.1,0,프레이저플레이스,168.7,0,0,0,0,0,ST-2519,4645,3906,-0.08642264062682727
1452,171,171,171, 을지로입구역 8번출구,중구,서울특별시 중구 을지로1가 140-1,37.56590271,126.981781,남대문로9길,을지로1가,을지로입구,75.0,1,을지로입구.시청입구,59.9,3,0,0,0,1,ST-2520,14116,14133,0.0006017912138482778
865,172,172,172, 을지로지하쇼핑센터,중구,서울특별시 중구 을지로 66 하나금융그룹 명동사옥,37.56589127,126.9844513,명동9길,을지로2가,을지로입구,162.5,0,을지로입구.로얄호텔,83.0,1,0,0,0,0,ST-2521,12247,11760,-0.02028574998958637
1351,173,173,173,서울지방고용노동청 앞,중구,서울특별시 중구 삼일대로 363 장교빌딩,37.56761551,126.9872437,청계천로,장교동,을지로3가,437.5,2,청계2가.삼일교,92.2,1,0,0,0,2,ST-2422,26320,26237,-0.0015792377799341668
555,174,174,174, 신세계면세점,중구,서울특별시 중구 충무로1가 54-2,37.56005478,126.9809418,남대문시장10길,충무로1가,회현,293.2,1,신세계앞,102.2,0,0,0,0,1,ST-2522,9283,8326,-0.05434720881367482
679,175,175,175, 약수동 주민센터,중구,서울특별시 중구 다산로96,37.55281448,127.0091934,다산로6길,신당동,약수,212.9,1,약수역7번출구.약수동주민센터,10.1,1,0,0,0,1,ST-2805,3398,3168,-0.035028936947913494
1411,176,176,176, 대신파이낸스센터,중구,서울특별시 중구 삼일대로 343-1 가로판매대38,37.56520844,126.9873962,삼일대로,저동1가,명동,477.8,1,남대문세무서.서울백병원,27.5,2,0,0,0,1,ST-2523,20702,20693,-0.00021741756250754922
687,177,177,177, 브라운스위트레지던스,중구,서울특별시 중구 중립동 340-1,37.56147003,126.9680176,서소문로,중림동,서대문,492.8,0,한국경제신문사,59.8,2,0,0,0,0,ST-2433,10080,9411,-0.034323533938740956
627,178,178,178, 서소문역사공원,중구,서울특별시 중구 의주로2가 16-6,37.56157303,126.9684906,서소문로,의주로2가,서대문,494.0,0,한국경제신문사,85.4,1,0,0,0,0,ST-2434,3776,3471,-0.04208638057127087
