,보관소(대여소)명,자치구,위도,경도,public_place_in_100m,public_transport_in_100m,total_schools_in_100m,population_per_station,area_per_station,거치대 개수
309, 장한평역 8번 출구 앞,성동구,37.56137085,127.0636597,0,1,0,0,438.94,8
310, 청계벽산아파트 앞,성동구,37.56874847,127.0304031,0,3,0,786,0,9
311, 금남시장 교차로,성동구,37.54814911,127.0210877,0,4,0,288,146.74,7
312, 금호사거리,성동구,37.54863358,127.0257263,0,7,0,124,173.09,10
313, 응봉삼거리,성동구,37.5539856,127.0335922,0,6,0,186,258.3,11
314, 행당역 2번출구 앞,성동구,37.55735016,127.029213,2,5,1,585,0,8
315, 한양대후문역 부근,성동구,37.56035614,127.0413971,0,4,0,248,228.94,10
316, 답십리역 8번출구 앞,성동구,37.56764984,127.0511551,0,0,0,0,0,15
317, 서울시설공단 앞,성동구,37.57164001,127.0356598,1,1,0,0,81.81,15
318, 달맞이공원,성동구,37.54205322,127.020401,0,0,0,0,0,14
319, 도선동 주민센터 앞,성동구,37.56764221,127.0256958,1,2,0,112,0,10
320, 성동광진 교육지원청 앞,성동구,37.56460571,127.0365219,0,1,0,0,80.12,20
321, 왕십리역 4번 출구 건너편,성동구,37.56109619,127.0367966,1,11,0,0,0,13
322, 비전교회 앞,성동구,37.55120468,127.0689316,0,4,0,196,165.53,8
323, 서울숲역 2번출구 앞,성동구,37.54281616,127.0446701,0,3,0,126,0,10
324, 군자지하보도 앞,성동구,37.55924606,127.07341,0,0,0,42,189.3,10
325, 성동세무서 건너편,성동구,37.5479126,127.0627518,0,2,0,51.5,134.685,10
326, 금호역 3번출구,성동구,37.54792786,127.0155716,0,4,0,26,118.76,15
327, 옥수역 3번출구,성동구,37.54136658,127.0177612,0,5,0,20,270.62,19
328, 성수역 2번출구 앞,성동구,37.54459,127.0570831,0,3,0,0,137.375,15
329, 청계8가사거리 부근,성동구,37.57110214,127.0235596,0,1,0,0,244.5,10
330, 응봉현대아파트 정류소,성동구,37.54958344,127.0302429,0,7,0,130,194.76,10
331, 성동세무서 부근,성동구,37.54829025,127.0624619,0,2,0,51.5,134.685,8
332, 마장역 4번출구,성동구,37.56520462,127.0418472,0,4,0,9,0,8
333, 경일중학교 앞,성동구,37.54317856,127.0490799,0,4,0,0,49.8,10
334, 청계천 생태교실 앞,성동구,37.56797028,127.0468903,0,0,0,0,0,20
335, 성수2가1동 공영주차장 인근,성동구,37.53680801,127.0554886,1,2,0,138,166.72,9
336, 마장동 주민센터,성동구,37.56594086,127.0453949,1,0,0,164,105.67,10
337, 유니베라 앞,성동구,37.54541779,127.0526428,1,2,0,0,205.74,10
338, 성수역3번출구,성동구,37.54415894,127.0566559,0,4,0,0,137.375,8
339, 중랑물재생센터(서울새활용플라자),성동구,37.55836487,127.0569077,0,0,0,0,0,15
340,한양대역 3번 출구,성동구,37.55453873,127.0437775,0,2,0,0,1.96,10
341,한양대역 1번출구,성동구,37.55657959,127.0433579,0,3,0,69,96.5,10
342,상왕십리역 6번 출입구,성동구,37.56438065,127.0288696,0,3,1,263,215.13,12
343,뚝섬역 6번출구,성동구,37.54695892,127.0476685,1,2,0,244,287.68,10
344,건영아파트 앞,성동구,37.55514145,127.071106,1,2,0,115,146.19,9
345,금호나들목,성동구,37.54404068,127.023201,0,1,0,459,0,20
346,성동도로사업소,성동구,37.55979919,127.0563278,0,0,0,0,0,10
347,서울숲 공영주차장앞,성동구,37.54195786,127.0427704,0,3,0,0,0,19
348,마장역3번출구,성동구,37.565979,127.0431137,0,4,0,27,97.38,10
349,양지사거리(센트라스APT 115동앞),성동구,37.56681824,127.0291519,0,2,0,389,0,10
350,신금호파크자이APT앞,성동구,37.55610657,127.019783,0,8,0,400,0,10
351,서울숲리버뷰자이APT105동 앞,성동구,37.55653,127.0391312,0,2,0,684,0,8
352,마장동 금호어울림APT앞,성동구,37.56339645,127.0418701,0,1,0,206,155.26,10
353,성동구민종합체육센터 앞,성동구,37.54590988,127.0446014,1,4,0,127,153.54,10
354,성동구 견인차량 보관소 앞,성동구,37.56370926,127.0564499,0,1,0,0,4.42,10
355,행당동 삼부APT후문,성동구,37.55926895,127.0383987,0,1,0,0,0,10
356,사근빗물펌프장 건너편,성동구,37.56119156,127.0496826,0,2,0,0,0,7
357, 코오롱디지털타워 3차앞,성동구,37.54655838,127.0499878,0,4,0,43,97.775,8
358, 르노삼성자동차 성수사업소 앞,성동구,37.54824448,127.0595779,0,0,0,0,197.08,15
359, 행당중학교 후문,성동구,37.5540123,127.0415497,0,0,2,0,18.86,8
360, 신금호역 2번출구 앞,성동구,37.55507278,127.0198898,1,8,0,66,265.29,4
361, kt 행당빌딩 앞,성동구,37.55862045,127.0343552,1,5,1,0,158.64,5
362, 서울숲IT캐슬 앞,성동구,37.55141449,127.044754,0,0,0,0,0,9
363, 서울숲 지식산업센터,성동구,37.54127502,127.0484924,0,2,0,165,252.56,8
364, 우영테크노센터 앞,성동구,37.54332352,127.0597153,0,1,0,0,85.74,8
365, 더스페이스타워 앞,성동구,37.55140305,127.0463638,0,2,0,0,257.01,8
366, 페코텍글로벌허브빌딩 앞,성동구,37.54753494,127.0668259,0,3,0,56,456.44,7
367, 푸조비즈타워 앞,성동구,37.54808044,127.0646133,0,3,0,49,262.69,4
368, 용답동 우체국 주변,성동구,37.56168747,127.0615158,0,3,0,139,474.74,5
369, 현대자동차 동부서비스센터 주변,성동구,37.546978,127.0579681,0,0,0,118,0,5
370, 성수역 1번출구 주변,성동구,37.54555893,127.0533676,0,4,0,41,196.72,8
371, 하우스디세종타워 앞,성동구,37.54644394,127.0533218,0,0,0,39,216.67,10
372, 군자역2번출구,광진구,37.55758667,127.0796967,2,3,0,0,90.05,7
373, 광진구청 앞,광진구,37.53950119,127.0830002,0,1,0,95,278,10
374, 중곡역 1번출구,광진구,37.56565857,127.0842972,0,3,0,157,133.51,18
375, 광진유진스웰,광진구,37.55048752,127.1089554,0,3,0,363,398.54,20
376, 원일교회,광진구,37.53805161,127.0765991,0,0,0,73,116.63,8
377, 신양초교앞 교차로,광진구,37.5352211,127.0683975,0,4,0,95,145.89,12
378, 영동대교 북단,광진구,37.53701401,127.0610962,0,6,0,0,0,10
379, 어린이회관,광진구,37.54595184,127.0780029,0,1,0,0,0,39
380, 화양사거리,광진구,37.54822159,127.0678787,0,2,0,728,0,7
381, 세종사이버대학교,광진구,37.55341721,127.0731964,0,1,2,124,148.47,20
382, 중곡SK아파트앞,광진구,37.56864929,127.0862503,0,4,0,500,160.38,10
383, 구의아리수정수센터앞,광진구,37.54370499,127.0932465,0,4,0,28,183.3,15
384, 용마사거리,광진구,37.5625267,127.0822754,0,6,0,185,155.62,10
385, 군자역 7번출구뒤,광진구,37.55686188,127.0791397,1,4,0,0,90.05,8
386, 광진경찰서,광진구,37.54251862,127.0840836,0,3,0,65,203.07,10
387, 현대홈타운 뒷길,광진구,37.54342651,127.0966187,0,1,0,178,0,10
388, 건국대학교 과학관(이과대) 앞,광진구,37.54171753,127.0801697,0,0,0,0,0,10
389, 세종대학교,광진구,37.55023575,127.073822,0,0,0,7,117.79,15
390, 광진정보도서관,광진구,37.55059814,127.1105118,1,2,0,235,355.28,8
391, 어린이대공원정문,광진구,37.54978943,127.0759277,0,3,0,0,0,15
392, 건대입구역 사거리(롯데백화점),광진구,37.53913879,127.0706177,2,4,0,0,204.24,10
393, 건대입구역 5번출구 뒤,광진구,37.54013824,127.0692825,1,0,0,70,147.22,12
394, 중앙농협(자양동),광진구,37.53181076,127.0807419,0,2,0,296,182,10
395, 아차산 휴먼시아 아파트 옆,광진구,37.54848862,127.0937576,0,2,0,88,0,15
396, 커먼그라운드,광진구,37.54124832,127.06604,1,0,0,139,168.92,20
397, 래미안 구의파크 스위트,광진구,37.5450058,127.0900345,0,2,0,194,149.58,17
398, 어린이대공원역 3번출구 앞,광진구,37.54706955,127.0742722,0,2,0,21.5,71.145,10
399, 광진구의회 앞,광진구,37.53730774,127.0703507,0,0,0,0,226.61,30
400, 뚝섬유원지역 1번출구 앞,광진구,37.53186035,127.0671921,0,3,0,0,0,33
401, 자양사거리 광진아크로텔 앞,광진구,37.53701019,127.0822449,0,2,0,852,385.88,12
402, 광양중학교 앞,광진구,37.53023529,127.0868301,0,0,1,0,0,15
403, 광진메디칼 앞,광진구,37.54840469,127.0693665,0,1,0,306.5,214.56,10
404, 군자교교차로,광진구,37.55979538,127.0742035,0,0,0,0,0,10
405, 군자역 7번출구 베스트샵 앞,광진구,37.55603027,127.0786438,0,5,0,269,258.65,8
406, 강변역 4번출구 뒤,광진구,37.53546524,127.0944824,1,3,0,0,0,19
407, 구의공원(테크노마트 앞),광진구,37.53596878,127.0946732,0,6,0,0,0,20
408, 광남중학교,광진구,37.54072952,127.1029053,0,0,0,501,0,20
409, 잠실대교북단 교차로,광진구,37.53247833,127.0850906,0,4,0,18,184.84,8
410, 자양나들목,광진구,37.5297699,127.0748596,0,1,1,39,233.16,20
411, 아차산역 3번출구,광진구,37.55122375,127.0897064,0,4,0,105,148.18,10
412, 구의삼성쉐르빌 앞,광진구,37.54006195,127.0944977,1,2,0,21,207.52,13
413, 대림아크로리버 앞,광진구,37.53657913,127.0929718,0,4,1,0,0,9
414, 중곡 성원아파트 앞,광진구,37.57125473,127.0798035,0,0,0,0,0,19
415, 구의3동주민센터,광진구,37.53784943,127.0921707,2,1,1,336,171.79,9
416, 세종대학교 대양AI센터,광진구,37.55039597,127.0758591,0,3,0,0,0,20
417, 구의문주차장 앞,광진구,37.54523087,127.0847321,0,3,0,54,270.44,10
418, 아차산역4번출구,광진구,37.55184937,127.0889816,0,3,0,0,0,45
419, 대원중고교 입구(대하빌딩),광진구,37.56429291,127.086937,0,3,0,455,171.54,10
420, 광나루역 3번 출구,광진구,37.54483032,127.1042633,0,3,0,420,0,10
421, 광진청소년수련관,광진구,37.54654694,127.1061325,0,3,0,6,76.92,10
422, 광진광장 교통섬,광진구,37.54782867,127.0726318,0,0,0,101,145.08,20
423, 뚝섬 유원지역,광진구,37.53268814,127.0674973,1,1,0,339,324.43,20
424, 건국대학교 (입학정보관),광진구,37.53989029,127.0733643,0,0,0,0,0,20
425, 건국대학교 (행정관),광진구,37.54277802,127.0753708,1,0,0,0,0,5
426, 건국대학교 학생회관,광진구,37.54191208,127.0776367,0,0,0,0,0,30
427,자양중앙나들목,광진구,37.52858734,127.0778732,1,0,0,237,0,8
428, 세종대학교(학술정보원),광진구,37.55137253,127.07444,1,0,0,59,143.98,15
429,구의7단지현대아파트,광진구,37.53680038,127.0908356,1,0,0,897,192.65,5
430,나루마당,광진구,37.54707336,127.0982895,0,0,0,0,0,10
431,우성4차아파트,광진구,37.53507233,127.0761108,0,2,0,433,161.32,10
432,건대병원후문,광진구,37.53956604,127.0724411,0,0,0,0,0,12
433,구의역 리버비스타 오피스텔,광진구,37.53809738,127.0890198,0,3,0,335,289.21,10
434,화양 APT(횡단보도 옆),광진구,37.54434967,127.0654068,1,1,0,0,0,15
435,광나루안전체험관,광진구,37.5513382,127.0767136,0,1,0,48,134.54,15
436, 자양사거리(서원빌딩),광진구,37.53657532,127.0825806,1,2,0,55,235.7,6
437,중곡동 파크웨이빌딩,광진구,37.55500793,127.0858154,0,3,0,425,193.52,9
438,광진 캠퍼스시티,광진구,37.54788971,127.0674515,0,1,0,27,0,20
439,광진광장,광진구,37.54747009,127.073967,0,2,0,21.5,71.145,15
440,화양동 우체국,광진구,37.54798889,127.0695038,0,1,0,306.5,214.56,14
441,군자역 비채온 오피스텔,광진구,37.55771255,127.0772705,0,2,0,253,276.86,8
442,우성식품 앞,광진구,37.54246521,127.0942307,0,3,0,138,240.8,15
443,세종대학교(영실관),광진구,37.55237198,127.0735397,0,0,1,0,24.01,10
444, 어린이대공원역 2번출구,광진구,37.54764938,127.074707,0,1,0,22,107.67,18
445, 건국대학교 정문 앞,광진구,37.5465126,127.0757141,0,1,0,62,152.72,10
446, 동일로58길 입구,광진구,37.55775452,127.0729752,0,2,0,0,149.48,10
447, 광진소방서 앞,광진구,37.5450058,127.083374,0,1,0,0,0,11
448, 이튼타워리버 2차,광진구,37.53520966,127.0690002,0,4,0,418,241.23,8
449, 자양한강도서관,광진구,37.52916336,127.0779877,1,0,0,495,101.68,10
450, 동서울우편집중국 앞,광진구,37.53470993,127.0844727,0,1,0,104,195.23,8
451, 장로회신학대학교 주기철 기념관,광진구,37.54983902,127.1030273,0,0,1,96,8.1,15
452, 중랑천 뚝방길 산책로 입구,광진구,37.56628036,127.0774765,0,3,0,75,180.08,7
453, 신자초교입구 교차로,광진구,37.53298569,127.0757904,0,1,0,282,208.61,7
454, 홍련봉 공원,광진구,37.54896927,127.0935288,0,4,0,91,183.21,13
455, 자양2동 주민센터,광진구,37.52879333,127.0846329,0,0,1,741,184.53,3
456,광진구 민방위교육센터,광진구,37.5391922,127.0980148,1,0,0,925,252.94,5
457,군자역4번출구,광진구,37.55681229,127.0810776,2,2,0,197,373.17,7
458, 휘경2동 주민센터,동대문구,37.58991241,127.0686798,0,0,0,0,0,10
459, 용신동주민센터,동대문구,37.57594681,127.0373612,0,2,0,617,157.81,10
460, 장안동 사거리,동대문구,37.57217407,127.0713882,2,1,0,15,297.42,10
461, 신설동역8번출구,동대문구,37.57419968,127.0264969,0,1,0,0,0,8
462, 휘경공고앞,동대문구,37.58462524,127.0702896,0,2,1,0,0,15
463, 신이문역 2번출구,동대문구,37.60271072,127.0678635,0,1,0,0,0,15
464, 전농삼성아파트,동대문구,37.58131027,127.0553436,0,0,1,690,136.51,10
465, 제기2교,동대문구,37.58774567,127.037384,0,1,0,68,154.47,30
466, 동대문중 교차로,동대문구,37.57308578,127.0521622,0,0,0,304,217.95,10
467, 시립동부병원 앞 사거리,동대문구,37.57366562,127.0308151,0,2,0,35,146.2,20
468, 신설동역 10번출구 앞,동대문구,37.57527161,127.023468,2,4,0,0,405.25,8
469, 용두동 사거리,동대문구,37.57768631,127.0310135,0,1,0,0,236,23
470, 용두동 래미안허브리츠아파트 앞,동대문구,37.57638168,127.0351105,0,0,0,194,0,25
471, 서울시립대 앞,동대문구,37.58256149,127.0543671,0,3,0,118,130.78,10
472, 청솔우성아파트 앞,동대문구,37.57420349,127.0576935,1,2,0,83,201.98,20
473, 동대문중학교 옆,동대문구,37.57489014,127.0535355,0,2,1,0,0,8
474, 전농사거리 교통섬,동대문구,37.57779312,127.0578308,0,1,0,0,0,15
475, 서울시립대 정문 앞,동대문구,37.58369827,127.0538559,0,4,0,151,116.29,25
476, 전농동 동아아파트 앞,동대문구,37.57418823,127.0458908,1,2,0,603,179.2,10
477, 군자교 서측 녹지대,동대문구,37.56115341,127.0709686,0,0,0,0,0,17
478, 장안동삼거리 교통섬,동대문구,37.57863235,127.071907,1,3,0,8,35.12,10
479, 휘봉고등학교 앞,동대문구,37.58681488,127.067543,1,1,0,148,0,15
480, 동대문구 보건소,동대문구,37.57485199,127.0403061,2,0,0,364,165.37,15
481, 답십리역 1번출구,동대문구,37.5681839,127.0512772,1,2,0,0,0,15
482, 청량리 기업은행 앞,동대문구,37.58040619,127.0448227,0,4,0,13.5,195.945,8
483, 외국어대 정문 앞,동대문구,37.59601974,127.0598297,0,3,0,83,175.38,24
484, 시조사 앞,동대문구,37.58751678,127.0527725,0,1,0,12,191.94,12
485, 세종대왕기념관 교차로,동대문구,37.59090042,127.0425873,0,1,0,0,0,9
486, KAIST 경영대학 앞,동대문구,37.59161377,127.0457916,0,2,0,47,78.76,10
487, 서울시립대 정보기술관,동대문구,37.58300781,127.0609741,0,0,1,0,0,10
488, 서울시립대 후문,동대문구,37.58519745,127.0609512,0,0,0,37,148.14,14
489, 동대문경찰서 교차로,동대문구,37.58255005,127.0446014,0,1,0,108,228.6,6
490, 용두역 4번출구,동대문구,37.57375336,127.0385361,3,2,0,0,121.22,10
491, 신답역 사거리,동대문구,37.57035446,127.0484314,2,3,0,0,193.11,9
492, 동대문구민체육센터 (육교아래),동대문구,37.56697083,127.074295,1,1,0,0,0,10
493, 장한평역 1번출구,동대문구,37.56196594,127.0645065,2,3,0,0,0,10
494, 신이문역 1번출구,동대문구,37.60279846,127.0672684,0,1,0,0,0,10
495, 장안동위더스빌옆,동대문구,37.56669998,127.0624237,1,1,0,85,205.91,15
496, 중랑교사거리,동대문구,37.59153366,127.0677414,0,3,0,266,234.03,20
497, 답십리 래미안엘파인아파트 입구,동대문구,37.57653046,127.0659409,0,0,0,365,0,10
498, 전농동 텃골공원,동대문구,37.57762146,127.0521088,1,0,0,158,137.42,10
499, 영휘원 교차로,동대문구,37.58723831,127.0431366,0,1,0,129,174.36,10
500, 동대문롯데캐슬아파트 앞,동대문구,37.57551956,127.0487747,0,1,0,836,172.18,13
501, 제기역1번출구,동대문구,37.57835007,127.0333862,0,1,0,239,340.52,25
502, 동의보감타워,동대문구,37.57799911,127.0376282,1,4,0,366,344.16,10
503, 경희대학교 청운관,동대문구,37.59460068,127.0519714,0,1,1,0,12.85,15
504, 외대앞역 4번출구,동대문구,37.59489059,127.0630264,0,1,0,115,139.23,10
505, 서울시립대 건설공학관,동대문구,37.58412933,127.0579376,0,0,0,0,0,10
506,이문동 쌍용아파트 정문,동대문구,37.59960556,127.0686417,0,2,0,764,0,11
507,이문대성유니드아파트 앞,동대문구,37.60362244,127.0708313,0,0,0,0,0,20
508,청량차도 육교 밑,동대문구,37.58659363,127.0469971,0,2,0,657,210.53,7
509,서울축산농협(장안지점),동대문구,37.56799698,127.068779,0,1,0,111,342.23,10
510,청계한신휴플러스앞 삼거리,동대문구,37.57214737,127.0446091,0,4,0,0,0,10
511,삼육서울병원 버스정류장,동대문구,37.58968735,127.061409,0,4,0,307,218.16,9
512,대광빌딩,동대문구,37.57734299,127.0233765,0,1,0,8,187.94,10
513,대광고등학교,동대문구,37.57875061,127.024025,0,0,1,0,0,17
514,안암골벽산아파트(후문),동대문구,37.58407974,127.0310364,1,0,0,85,248.66,10
515,고대앞사거리 교통섬,동대문구,37.58655167,127.0331421,0,1,0,0,119.51,15
516,FITI시험연구원 앞,동대문구,37.58143234,127.0354767,1,1,0,0,0,9
517,청량리역 4번 5번출구 사이,동대문구,37.5801506,127.0457993,1,10,0,13.5,195.945,20
518,장안힐스테이트(아) 앞,동대문구,37.57655716,127.0743103,0,0,0,0,149.31,21
519,전농SK아파트 앞,동대문구,37.57787704,127.0616837,0,2,0,442,183.41,10
520,꿈마루어린이도서관 앞,동대문구,37.59238434,127.0574112,0,2,0,290,222.94,22
521,서울특별시 동부교육지원청(육교),동대문구,37.5798378,127.0563736,0,0,0,38,162.98,14
522, 휘경1동주민센터 앞,동대문구,37.59286499,127.0655594,0,0,0,477,217.71,7
523, 휘경sk뷰아파트 앞,동대문구,37.59383774,127.0678177,1,1,0,174,133.22,10
524, 외대앞역 교차로,동대문구,37.59436417,127.0645981,0,1,0,465,0,10
525, 서울교통공사사거리 교통섬,동대문구,37.56324005,127.057991,1,2,0,0,0,10
526, 장안동근린공원 입구,동대문구,37.57739639,127.0718536,1,4,0,180,171.61,10
527, 답십리파크자이아파트 앞,동대문구,37.5676918,127.0578919,1,1,0,97,139.14,10
528, 용두롯데캐슬리치아파트 앞,동대문구,37.57958603,127.0302429,0,2,0,374,197.59,10
529, 한국국방연구원 앞,동대문구,37.59139633,127.0402985,0,2,0,145,187.54,10
530, 휘경여중고삼거리,동대문구,37.58392334,127.0682755,1,0,0,16,107.92,10
531, 이문e편한세상아파트 앞,동대문구,37.60460281,127.0669251,0,0,0,559,0,10
532, 휘경119안전센터 앞,동대문구,37.59087372,127.065361,0,2,0,241,109.69,10
533, 서울문화재단 앞,동대문구,37.57130051,127.0336227,0,2,0,17,0,15
534, 청계9가교차로 앞,동대문구,37.57014847,127.0299225,0,2,0,285,0,10
535, 배봉초교 교차로,동대문구,37.57846832,127.0668945,0,2,0,131,138.65,10
536, 회기역 2-①번출구,동대문구,37.58945084,127.0595627,0,3,0,164,245.77,8
537, 종암초등학교 뒤(새울센스빌),동대문구,37.58265686,127.0319672,0,0,1,102,202.43,5
538, 베네스트 오피스텔 앞,동대문구,37.57817078,127.0317001,0,0,0,371,401.55,8
539, 극동늘푸른아파트,중랑구,37.61473846,127.0763626,0,4,0,853,563.99,15
540, 금란주차장 앞,중랑구,37.60007095,127.1023331,0,2,0,136,93.85,10
541, 중화빌딩 앞 (동부시장),중랑구,37.59424973,127.0765762,1,4,0,30.5,97.2,15
542, 동일로 지하차도,중랑구,37.59529877,127.0800324,0,0,0,7,219.81,10
